7.396359688109627086e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.374362817698947765e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.352496397288625758e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.330759269880501279e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.309150292118404195e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.287668334087690027e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.266312279118290007e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.245081023591218354e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.223973476748454914e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.202988560506149724e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.182125209271071071e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.161382369760228812e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.140759000823624092e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.120254073270044728e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.099866569695858516e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.079595484316737384e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.059439822802252138e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.039398602113295738e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.019470850342254380e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.999655606555896838e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.979951920640908156e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.960358853152035863e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.940875475162772545e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.921500868118555445e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.902234123692400090e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.883074343642955455e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.864020639674903350e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.845072133301679287e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.826227955710454580e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.807487247629348985e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.788849159196815890e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.770312849833172777e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.751877488114234893e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.733542251646996419e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.715306326947346633e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.697168909319749446e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.679129202738885169e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.661186419733187449e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.643339781270261710e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.625588516644132824e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.607931863364300398e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.590369067046559621e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.572899381305567204e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.555522067649095561e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.538236395373978667e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.521041641463683618e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.503937090487506794e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.486922034501342296e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.469995772950011315e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.453157612571112622e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.436406867300374870e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.419742858178467486e+02 9.881312916824930884e-324 9.881312916824930884e-324 9.881312916824930884e-324
6.403164913259272453e+02 8.370954237488240198e-320 8.370954237488240198e-320 8.370954237488240198e-320
6.386672367519562385e+02 8.441804733298812476e-316 8.441804733298812476e-316 8.441804733298812476e-316
6.370264562770073553e+02 7.997314087839429646e-312 7.997314087839429646e-312 7.997314087839429646e-312
6.353940847567944274e+02 7.117207008027463575e-308 7.117207008027463575e-308 7.117207008027463575e-308
6.337700577130500506e+02 5.950201010920027588e-304 5.950201010920027588e-304 5.950201010920027588e-304
6.321543113250357919e+02 4.673155924911709203e-300 4.673155924911709203e-300 4.673155924911709203e-300
6.305467824211816605e+02 3.447827278769055508e-296 3.447827278769055508e-296 3.447827278769055508e-296
6.289474084708532473e+02 2.389666667152270727e-292 2.389666667152270727e-292 2.389666667152270727e-292
6.273561275762436935e+02 1.555914560322012977e-288 1.555914560322012977e-288 1.555914560322012977e-288
6.257728784643883273e+02 9.516795980141228216e-285 9.516795980141228216e-285 9.516795980141228216e-285
6.241976004792999220e+02 5.468300445381687604e-281 5.468300445381687604e-281 5.468300445381687604e-281
6.226302335742229843e+02 2.951688830604494773e-277 2.951688830604494773e-277 2.951688830604494773e-277
6.210707183040030941e+02 1.496736572260953362e-273 1.496736572260953362e-273 1.496736572260953362e-273
6.195189958175722040e+02 7.129790424653822695e-270 7.129790424653822695e-270 7.129790424653822695e-270
6.179750078505455804e+02 3.190544106525823730e-266 3.190544106525823730e-266 3.190544106525823730e-266
6.164386967179289059e+02 1.341248768226186947e-262 1.341248768226186947e-262 1.341248768226186947e-262
6.149100053069342948e+02 5.296762673443075231e-259 5.296762673443075231e-259 5.296762673443075231e-259
6.133888770699029465e+02 1.965025938771445273e-255 1.965025938771445273e-255 1.965025938771445273e-255
6.118752560173326174e+02 6.848298084896959786e-252 6.848298084896959786e-252 6.848298084896959786e-252
6.103690867110076397e+02 2.242092977708493836e-248 2.242092977708493836e-248 2.242092977708493836e-248
